team_id,Jersey Number,Player ID,Name,Image,club,date,match_set
fe80598a-3952-11ef-914c-af5c55c3771d,5,ab612d64-3954-11ef-a93d-8165bb7d37eb,Ivan Martinovic,https://images.dc.prod.cloud.atriumsports.com/h1s44/fafb2ad84add4d8c9f0c458b4e4a257d,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,10,c5df6a41-3954-11ef-b1f5-791010fc8985,Juri Knorr,https://images.dc.prod.cloud.atriumsports.com/h1s44/0084cbe148324f59a3b7af6cb24ce7e1,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,29,e979a8c1-3954-11ef-824c-0119270b4993,David Späth,https://images.dc.prod.cloud.atriumsports.com/h1s44/b0e02090f81b47f484dbe8cb96ab8ef6,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,15,eb58fbbb-3955-11ef-bb1f-a32b26a416b7,David Móré,https://images.dc.prod.cloud.atriumsports.com/h1s44/8fd7c3c05b2e4be3a418c789d4810ebc,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
fe80598a-3952-11ef-914c-af5c55c3771d,42,f527d55d-3954-11ef-a000-4143a9146400,Jon Lindenchrone Andersen,https://images.dc.prod.cloud.atriumsports.com/h1s44/62c1f8b9b20148eb8cc9bd0cfb2142a9,Rhein-Neckar Löwen,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
febf038e-3952-11ef-b7c2-af5c55c3771d,25,00dd583a-429a-11ef-a382-411f1e15f19f,Linus Kutz,https://images.dc.prod.cloud.atriumsports.com/h1s44/6d949533c12449d0b8d3d7c54f947265,THW Kiel,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
febf038e-3952-11ef-b7c2-af5c55c3771d,34,1aee6f45-3956-11ef-a88e-1fafd93a56d6,Samir Bellahcene,https://images.dc.prod.cloud.atriumsports.com/h1s44/ed75e1cca61941eab2857a2c7c4bc4dc,THW Kiel,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
febf038e-3952-11ef-b7c2-af5c55c3771d,61,44603172-3953-11ef-a4d0-855e48b08f9c,Hendrik Pekeler,https://images.dc.prod.cloud.atriumsports.com/h1s44/5f4dee7060144ae2ae7e8cae8faf7caa,THW Kiel,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
febf038e-3952-11ef-b7c2-af5c55c3771d,24,46de4a75-3953-11ef-9b34-855e48b08f9c,Lukas Zerbe,https://images.dc.prod.cloud.atriumsports.com/h1s44/86c379f3a3ce46b19b2fc7620341b3d0,THW Kiel,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
febf038e-3952-11ef-b7c2-af5c55c3771d,4,51ec84a2-3953-11ef-bd56-a9530db97767,Domagoj Duvnjak,https://images.dc.prod.cloud.atriumsports.com/h1s44/ecba5c6b02804cf1b8597ca60f36930b,THW Kiel,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
febf038e-3952-11ef-b7c2-af5c55c3771d,33,52065d5c-3953-11ef-9fe5-a9530db97767,Andreas Wolff,https://images.dc.prod.cloud.atriumsports.com/h1s44/d744f87fef914764b6236de9eaf53dc7,THW Kiel,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
febf038e-3952-11ef-b7c2-af5c55c3771d,17,520ac6e2-3953-11ef-8de8-a9530db97767,Patrick Wiencek,https://images.dc.prod.cloud.atriumsports.com/h1s44/7b6ff83ccb804c72a80a8d80a3ada50f,THW Kiel,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
febf038e-3952-11ef-b7c2-af5c55c3771d,23,52251227-3953-11ef-9ac5-a9530db97767,Rune Dahmke,https://images.dc.prod.cloud.atriumsports.com/h1s44/b5ecd4cb376148d3bcd3ef284a1ebe8b,THW Kiel,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
febf038e-3952-11ef-b7c2-af5c55c3771d,91,9a221880-4412-11ef-84e6-d3f7b833a61c,Bence Imre,https://images.dc.prod.cloud.atriumsports.com/h1s44/90a325112608443daee550c343135d44,THW Kiel,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
febf038e-3952-11ef-b7c2-af5c55c3771d,7,a2291ef2-3954-11ef-a725-85d73a57ae73,Magnus Landin Jacobsen,https://images.dc.prod.cloud.atriumsports.com/h1s44/fcd61816002949de9945f30fbd87365d,THW Kiel,2024-09-05 20:30:00,Rhein-Neckar Löwen vs THW Kiel
