name,slug,shortName,position,jerseyNumber,userCount,Player_id,country,marketValueCurrency,dateOfBirthTimestamp,twoMinutePenalties,technicalFaults,yellowCards,gk6mSaves,gk6mShots,shotsTaken,goals,assists,goals7m,goals6m,shots6m,fastbreakGoals,fastbreakShots,steals,blockedShots,goals9m,shots9m,breakthroughGoals,breakthroughShots,fieldTranslations,wingGoals,pivotGoals,pivotShots,firstName,lastName,saves,gkShots,gk7mGoals,gk7mShots,gk7mSaves,gkPivotSaves,gkPivotShots,gk9mSaves,gk9mShots,gkBreakthroughSaves,gkBreakthroughShots,gkFastbreakGoals,gkFastbreakShots,gkWingSaves,gkWingShots,gkGoalsConceded,secondsPlayed,gkFastbreakSaves,shots7m,team_name,team_id,home_score,away_score,start_timestamp,matchid_lineup,MatchTeamGame,gkBackcourtShots,gkBackcourtSaves
David Mandic,mandic-david,D. Mandić,LW,7,364,953826,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,874195200.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'مانديتش, دافيد'}, 'shortNameTranslation': {'ar': 'د. مانديتش'}}",,1.0,1.0,David,Mandić,,,,,,,,,,,,,,,,,,,,Home,4007,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Elvar Orn Jonsson,jonsson-elvar-orn,E. Ö. Jonsson,CB,19,49,949393,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,872985600.0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,2.0,3.0,,,"{'nameTranslation': {'ar': 'اورن جونسون, ايلفار'}, 'shortNameTranslation': {'ar': 'ا. ا. جونسون'}}",,,,Elvar Orn,Jonsson,,,,,,,,,,,,,,,,,,,,Home,4007,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Hans Aaron Mensing,mensing-hans-aaron,A. Mensing,LB,33,158,1067947,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,879206400.0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,4007,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Mohamed Amine Darmoul,darmoul-mohamed-amine,M. A. Darmoul,CB,71,175,1097816,"{'alpha2': 'TN', 'alpha3': 'TUN', 'name': 'Tunisia'}",EUR,891475200.0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,,,,1.0,,,,,Mohamed Amine,Darmoul,,,,,,,,,,,,,,,,,,,,Home,4007,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Ian Barrufet Torrebejano,barrufet-torrebejano-ian,I. B. Torrebejano,LW,83,23,1540782,"{'alpha2': 'ES', 'alpha3': 'ESP', 'name': 'Spain'}",EUR,1084924800.0,0,0,0,0,0,3,2,0,0,0,0,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Home,4007,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Ole Schramm,schramm-ole,O. Schramm,LB,13,0,894526,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,946339200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Mark Ferjan,ferjan-mark,M. Ferjan,G,77,2,896112,"{'alpha2': 'SI', 'alpha3': 'SVN', 'name': 'Slovenia'}",EUR,899164800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,6.0,19.0,,,0.0,,,,,,,,,,,13.0,1659.0,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Jannek Klein,klein-jannek,J. Klein,RB,17,9,912758,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,922320000.0,0,0,0,0,0,9,4,1,0,4,4,0,0,0,0,,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Martin Tomovski,tomovski-martin,M. Tomovski,G,12,17,1137036,"{'alpha2': 'MK', 'alpha3': 'MKD', 'name': 'North Macedonia'}",EUR,868492800.0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Martin,Tomovski,5.0,23.0,,1.0,1.0,1.0,2.0,1.0,4.0,,6.0,3.0,3.0,1.0,6.0,18.0,1631.0,0.0,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,1.0,1.0
Cyrill Akakpo,akakpo-david-cyrill,D. C. Akakpo,RW,19,3,936846,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,875664000.0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Elias Kofler,kofler-elias,E. Kofler,CB,10,38,949520,"{'alpha2': 'AT', 'alpha3': 'AUT', 'name': 'Austria'}",EUR,965779200.0,0,2,0,0,0,7,4,4,0,2,4,0,0,0,0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Emil Hansson,hansson-emil,E. Hansson,LB,2,1,953702,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,862963200.0,2,1,0,0,0,1,1,2,0,0,0,0,0,0,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Josip Šimić,simic-josip,J. Šimić,P,5,16,1137003,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,957916800.0,1,1,0,0,0,8,6,0,0,1,1,1,2,0,0,,,,,,,4.0,5.0,Josip,Šimić,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Marvin Kix,kix-marvin,M. Kix,RW,28,3,992365,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1027728000.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Maxim Orlov,orlov-maxim,M. Orlov,CB,22,9,1109564,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1014940800.0,0,1,0,0,0,5,1,2,0,1,1,0,0,0,0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Sergey Gorpishin,gorpishin-sergey,S. Gorpishin,P,23,4,1094749,"{'alpha2': 'RU', 'alpha3': 'RUS', 'name': 'Russia'}",EUR,872985600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Nicolas Paulnsteiner,paulnsteiner-nicolas,N. Paulnsteiner,RB,7,14,1095896,"{'alpha2': 'AT', 'alpha3': 'AUT', 'name': 'Austria'}",EUR,1089936000.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Nicholas Schley,schley-nicholas,N. Schley,CB,35,1,1187871,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1075939200.0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Max Gunther,gunther-max,M. Günther,RW,14,9,1431917,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1093651200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Marvin Siemer,siemer-marvin,M. Siemer,LW,6,2,1478889,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1095811200.0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Nils Fuhrmann,fuhrmann-nils,N. Fuhrmann,LW,27,2,1400083,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1057622400.0,1,0,0,0,0,3,3,0,2,1,0,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,Away,6267,31.0,23.0,2024-09-12 17:00:00,12575500,1-vfl-potsdam-mt-melsungen,,
Domagoj Duvnjak,duvnjak-domagoj,D. Duvnjak,CB,4,2026,806703,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,581126400.0,1,0,0,0,0,7,3,5,0,0,1,0,0,0,0,2.0,5.0,,,"{'nameTranslation': {'ar': 'دوفنجاك, دوماغوج'}, 'shortNameTranslation': {'ar': 'د. دوفنجاك'}}",,1.0,1.0,Domagoj,Duvnjak,,,,,,,,,,,,,,,,,,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Andreas Wolff,wolff-andreas,A. Wolff,G,33,332,806932,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,667958400.0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فولف, أندرياس'}, 'shortNameTranslation': {'ar': 'أ. فولف'}}",,,,Andreas,Wolff,10.0,29.0,1.0,1.0,0.0,1.0,3.0,4.0,14.0,,2.0,,1.0,2.0,8.0,19.0,2935.0,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Patrick Wiencek,wiencek-patrick,P. Wiencek,P,17,121,806712,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,606528000.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فينتسك, باتريك'}, 'shortNameTranslation': {'ar': 'ب. فينتسك'}}",,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Hendrik Pekeler,pekeler-hendrik,H. Pekeler,P,61,79,830805,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,678412800.0,0,0,0,0,0,4,3,2,0,0,1,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'بيكلر, هندريك'}, 'shortNameTranslation': {'ar': 'ه. بيكلر'}}",,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Rune Dahmke,dahmke-rune,R. Dahmke,LW,23,151,806701,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,734400000.0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Lukas Zerbe,zerbe-lukas,L. Zerbe,RW,24,33,861144,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,821836800.0,0,0,0,0,0,8,4,0,0,1,1,3,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Magnus Landin,landin-magnus,M. L. Jacobsen,LW,7,302,922132,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,808876800.0,0,0,0,0,0,4,3,1,0,2,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'لندين جاكوبسن, ماغنوس'}, 'shortNameTranslation': {'ar': 'م. ل. جاكوبسن'}}",2.0,,,Magnus,Landin Jacobsen,,,,,,,,,,,,,,,,,,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Petter Overby,overby-petter,P. Øverby,P,11,54,946568,"{'alpha2': 'NO', 'alpha3': 'NOR', 'name': 'Norway'}",EUR,701568000.0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'أوفربي, بيتر'}, 'shortNameTranslation': {'ar': 'ب. أوفربي'}}",,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Eric Johansson,johansson-eric,E. Johansson,LB,21,186,944811,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,962150400.0,0,0,0,0,0,7,6,3,0,2,2,0,0,0,0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Emil Wernsdorf Madsen,madsen-emil-wernsdorf,E. Madsen,RB,45,174,1067938,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,978307200.0,0,0,0,0,0,12,9,1,5,3,3,0,0,0,0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Bence Imre,imre-bence,B. Imre,RW,91,101,1388008,"{'alpha2': 'HU', 'alpha3': 'HUN', 'name': 'Hungary'}",EUR,1034640000.0,0,0,0,0,0,3,2,0,0,1,0,1,1,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Henri Pabst,pabst-henri,H. Pabst,RB,19,9,1411134,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1076284800.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Samir Bellahcene,bellahcene-samir,S. Bellahcene,G,34,72,1490339,"{'alpha2': 'FR', 'alpha3': 'FRA', 'name': 'France'}",EUR,793238400.0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2.0,6.0,,,0.0,,1.0,1.0,4.0,,,,,1.0,1.0,4.0,408.0,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,1.0,1.0
Linus Kutz,kutz-linus,L. Kutz,CB,25,7,1889106,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1109548800.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,3980,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Marcel Schiller,schiller-marcel,M. Schiller,LW,24,53,806642,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,682214400.0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,,,,,,,,,Marcel,Schiller,,,,,,,,,,,,,,,,,,,2.0,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
David Schmidt,schmidt-david,D. Schmidt,RB,77,27,808630,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,750988800.0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3.0,4.0,,,"{'nameTranslation': {'ar': 'شميدت, دافيد'}, 'shortNameTranslation': {'ar': 'د. شميدت'}}",,,,David,Schmidt,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Andreas Flodman,flodman-andreas,A. Flodman,RW,9,8,1407152,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,732067200.0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Rutger Ten Velde,ten-velde-rutger,R. T. Velden,LW,5,53,894682,"{'alpha2': 'NL', 'alpha3': 'NLD', 'name': 'Netherlands'}",EUR,857520000.0,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Ymir Orn Gislason,gislason-ymir-orn,Ý. Ö. Gíslason,P,33,34,921647,"{'alpha2': 'IS', 'alpha3': 'ISL', 'name': 'Iceland'}",EUR,867715200.0,0,1,0,0,0,3,2,0,0,1,1,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'اورن جيغالسون, ايمير'}, 'shortNameTranslation': {'ar': 'ا. ا. جيغالسون'}}",,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Tibor Ivanisevic,ivanisevic-tibor,T. Ivanišević,G,16,14,902737,"{'alpha2': 'RS', 'alpha3': 'SRB', 'name': 'Serbia'}",EUR,650764800.0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'ايفانيسيفيتش, تيبور'}, 'shortNameTranslation': {'ar': 'ت. ايفانيسيفيتش'}}",,,,,,5.0,29.0,5.0,6.0,1.0,,4.0,2.0,9.0,,2.0,2.0,2.0,1.0,3.0,24.0,2275.0,0.0,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,1.0,
Oskar Sunnefeldt,sunnefeldt-oskar,O. Sunnefeldt,LB,27,17,1098815,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,893116800.0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,,1.0,,,,,,,Oskar,Sunnefeldt,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Erik Persson,persson-erik,E. Persson,RB,22,14,1515848,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,894672000.0,1,1,0,0,0,7,5,1,0,2,1,0,0,0,0,4.0,6.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Ludvig Jurmala,jurmala-ludvig,L. Jurmala,P,25,10,941802,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,946425600.0,0,0,0,0,0,5,3,0,0,0,0,1,1,0,0,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Josip Sarac,sarac-josip,J. Šarac,LB,13,224,941780,"{'alpha2': 'HR', 'alpha3': 'HRV', 'name': 'Croatia'}",EUR,888278400.0,1,0,0,0,0,4,2,0,0,2,2,0,0,0,0,,1.0,,,"{'nameTranslation': {'ar': 'ساراتش, جوسيب'}, 'shortNameTranslation': {'ar': 'ج. ساراتش'}}",,,,Josip,Šarac,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Ludvig Hallback,hallback-ludvig,L. Hallbäck,CB,20,18,944807,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,972604800.0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Victor Klove,klove-victor,V. Kløve,LB,7,12,1068312,"{'alpha2': 'DK', 'alpha3': 'DNK', 'name': 'Denmark'}",EUR,1025136000.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Franko Lastro,lastro-franko,L. Franko,RW,28,33,1019224,"{'alpha2': 'AT', 'alpha3': 'AUT', 'name': 'Austria'}",EUR,1050192000.0,0,0,0,0,0,4,2,1,0,2,0,0,1,0,0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Oskar Neudeck,neudeck-oskar,O. Neudeck,LB,2,3,1019854,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1012780800.0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Julian Buchele,buchele-julian,J. Buchele,G,12,4,1116450,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1083283200.0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,5.0,13.0,,1.0,1.0,1.0,3.0,2.0,4.0,,,2.0,2.0,1.0,4.0,8.0,1165.0,0.0,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,1.0,1.0
Elias Newel,newel-elias,E. Newel,CB,40,6,1540814,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,1089676800.0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Away,3995,33.0,24.0,2024-09-12 17:00:00,12575503,frisch-auf-goppingen-thw-kiel,,
Nikolai Link,link-nikolai,N. Link,LB,33,1,808948,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,639014400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,24.0,28.0,2024-09-13 17:00:00,12575498,hc-erlangen-thsv-eisenach,,
Christoph Steinert,steinert-christoph,C. Steinert,RB,44,106,812796,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,632620800.0,1,0,0,0,0,4,3,0,0,3,3,0,0,0,0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,24.0,28.0,2024-09-13 17:00:00,12575498,hc-erlangen-thsv-eisenach,,
Antonio Metzner,metzner-antonio,A. Metzner,RB,27,24,812149,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,835833600.0,0,0,0,0,0,5,3,0,0,2,4,0,0,0,0,1.0,1.0,1.0,3.0,,,,,Antonio,Metzner,,,,,,,,,,,,,,,,,,,,Home,6288,24.0,28.0,2024-09-13 17:00:00,12575498,hc-erlangen-thsv-eisenach,,
Christopher Bissel,bissel-christopher,C. Bissel,LW,21,4,808946,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,810086400.0,1,0,0,0,0,3,2,2,0,0,0,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,24.0,28.0,2024-09-13 17:00:00,12575498,hc-erlangen-thsv-eisenach,,
Hampus Olsson,olsson-hampus,H. Olsson,RW,67,33,965694,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,777859200.0,0,1,0,0,0,6,4,0,0,3,0,1,1,0,0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,Home,6288,24.0,28.0,2024-09-13 17:00:00,12575498,hc-erlangen-thsv-eisenach,,
Tobias Wagner,wagner-tobias,T. Wagner,P,55,50,848679,"{'alpha2': 'AT', 'alpha3': 'AUT', 'name': 'Austria'}",EUR,796176000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فاغنر, توبياس'}, 'shortNameTranslation': {'ar': 'ت. فاغنر'}}",,,,Tobias,Wagner,,,,,,,,,,,,,,,,,,,,Home,6288,24.0,28.0,2024-09-13 17:00:00,12575498,hc-erlangen-thsv-eisenach,,
Klemen Ferlin,ferlin-klemen,K. Ferlin,G,22,30,902765,"{'alpha2': 'SI', 'alpha3': 'SVN', 'name': 'Slovenia'}",EUR,614822400.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,"{'nameTranslation': {'ar': 'فريلين, كليمن'}, 'shortNameTranslation': {'ar': 'ك. فريلين'}}",,,,Klemen,Ferlin,0.0,9.0,2.0,2.0,0.0,,1.0,,,,1.0,,,,4.0,9.0,744.0,,,Home,6288,24.0,28.0,2024-09-13 17:00:00,12575498,hc-erlangen-thsv-eisenach,,
Jonathan Svensson,svensson-jonathan,J. Svensson,LB,28,27,941799,"{'alpha2': 'SE', 'alpha3': 'SWE', 'name': 'Sweden'}",EUR,885859200.0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,24.0,28.0,2024-09-13 17:00:00,12575498,hc-erlangen-thsv-eisenach,,
Khalifa Ghedbane,ghedbane-khalifa,K. Ghedbane,G,96,172,959577,"{'alpha2': 'DZ', 'alpha3': 'DZA', 'name': 'Algeria'}",EUR,848966400.0,0,1,0,3,12,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,8.0,24.0,1.0,3.0,2.0,,5.0,3.0,6.0,2.0,3.0,1.0,1.0,,4.0,16.0,2186.0,0.0,,Home,6288,24.0,28.0,2024-09-13 17:00:00,12575498,hc-erlangen-thsv-eisenach,,
Yannik Bialowas,bialowas-yannik,Y. Bialowas,LW,7,1,980168,"{'alpha2': 'DE', 'alpha3': 'DEU', 'name': 'Germany'}",EUR,998352000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Home,6288,24.0,28.0,2024-09-13 17:00:00,12575498,hc-erlangen-thsv-eisenach,,
